MSE,RMS,MAE,R2,ACC,AUC,SPE,REC,PRE,F1,model_ID
10.8508,3.2941,2.5237,0.758,NA,NA,NA,NA,NA,NA,e652c7fb6197170589ee88e1fe4e76f8
9.1767,3.0293,2.3072,0.7953,NA,NA,NA,NA,NA,NA,fc92c1fc20ab8699423d8a77a50dc87a
0.2026432,0.4501591,0.3363442,0.715202,NA,NA,NA,NA,NA,NA,41fe20df84fbd91227a1a826a49a3836
0.2907211,0.5391856,0.3772674,0.6226222,NA,NA,NA,NA,NA,NA,7dba8e98406844aa4589714967345d97
1157.4125,34.0208,27.8865,0.0108,NA,NA,NA,NA,NA,NA,2383fb639b5cb83d799c948148174022
1580.6062,39.7568,30.217,-0.3591,NA,NA,NA,NA,NA,NA,3b3749a8f12a873bd686195b09211f6e
1875.9862,43.3127,33.5707,-0.5957,NA,NA,NA,NA,NA,NA,3c14716f63e96a0609b3a8ef8eb89d48
1580.6062,39.7568,30.217,-0.3591,NA,NA,NA,NA,NA,NA,3cc874950202c486122fac5992828e2e
1160.6734,34.0687,27.9926,0.0091,NA,NA,NA,NA,NA,NA,4650d768154a3787cb9bf05e87a1595c
1875.9862,43.3127,33.5707,-0.5957,NA,NA,NA,NA,NA,NA,50ed2b5fe1dfb36bea894c965447554e
2484.3926,49.8437,43.1017,-1.142,NA,NA,NA,NA,NA,NA,5d65aa143964d4920945f5caae3332cf
2224.9292,47.1692,34.3494,-0.929,NA,NA,NA,NA,NA,NA,7306cc05bf9d5322c8bd89f1070b41f9
301938994719954e7,54948975852.1443,19839421337.7259,-223060047298201e4,NA,NA,NA,NA,NA,NA,7dfbde24e2d7c53f3c0b5d834efbe8b8
1411.8568,37.5747,29.8916,-0.2097,NA,NA,NA,NA,NA,NA,85d9ccb357e508add8ba9e8ae93fb47f
1061.1377,32.5751,27.0328,0.0925,NA,NA,NA,NA,NA,NA,9b97892b94db4763a004dceb2b7488d2
1580.6062,39.7568,30.217,-0.3591,NA,NA,NA,NA,NA,NA,aa43585b4711df73412ac4ad501f9249
1516.6574,38.9443,30.8959,-0.3029,NA,NA,NA,NA,NA,NA,ab76fdffa6ca19d82f18670c05f189aa
1098.1367,33.1381,27.6154,0.0609,NA,NA,NA,NA,NA,NA,ad7ee23ee9fefbe055695d9aae36db4a
1889.1542,43.4644,33.1248,-0.6066,NA,NA,NA,NA,NA,NA,ae73ae4325fb00c01e2650e60e23c257
1875.9862,43.3127,33.5707,-0.5957,NA,NA,NA,NA,NA,NA,c4ed62be0dac8702f7214efa446bb72f
1061.1377,32.5751,27.0328,0.0925,NA,NA,NA,NA,NA,NA,d4a712619cb7c89177aef7014500899d
1160.6662,34.068600000000004,27.9925,0.0091,NA,NA,NA,NA,NA,NA,d85bf29dc051d032ee2ae653ac2ecb13
1160.7692,34.0701,27.9865,0.0091,NA,NA,NA,NA,NA,NA,db783ad6c5be6fc61089d5f5e5476a5f
2531.0848,50.3099,38.0335,-1.1454,NA,NA,NA,NA,NA,NA,fab17a7b15fe7003e6b0924eccabdeac
NA,NA,NA,NA,0.8904,0.7424,0.0833,0.9555,0.9259,0.9402,147da89c2ea06175928b517c966f7594
6.7679,2.6015,1.8784,0.349,NA,NA,NA,NA,NA,NA,1e04c699c47f99f06c58d3099054f69d
4.2953,2.0725,1.4647,0.5859,NA,NA,NA,NA,NA,NA,965e71db06c360664524b9122e31512c
2.1144,1.4541,0.6903,0.6958,NA,NA,NA,NA,NA,NA,79cdcbed3ab962905f6918ed74554846
